replacement_id,incident_id,part_id,service_date,replacement_cost,labor_cost,transportation_cost,warranty_status,resolution_date,service_center,part_arrival_date
2184,3642,22,2025-04-04,2741.74,1520.93,1040.79,Out of Warranty,2025-04-16,Service Center 1,2025-04-13
2185,3601,29,2025-04-05,5115.91,2425.38,983.82,In Warranty,2025-04-13,Service Center 5,2025-04-11
2186,3657,27,2025-04-06,8468.1,3035.5,1842.21,Out of Warranty,2025-04-18,Service Center 2,2025-04-14
2187,3654,11,2025-04-06,2323.87,2036.49,184.54,In Warranty,2025-04-08,Service Center 8,2025-04-07
2188,3635,5,2025-04-06,3334.77,1440.85,679.84,In Warranty,2025-04-11,Service Center 6,2025-04-10
2189,3645,14,2025-04-06,747.2,1812.74,519.88,In Warranty,2025-04-15,Service Center 6,2025-04-14
2190,3648,11,2025-04-06,2244.61,1813.8,41.83,In Warranty,2025-04-11,Service Center 8,2025-04-06
2191,3652,24,2025-04-06,1095.88,2362.13,123.45,Out of Warranty,2025-04-08,Service Center 3,2025-04-07
2192,3635,6,2025-04-06,2453.47,672.16,1445.66,In Warranty,2025-04-11,Service Center 6,2025-04-10
2193,3661,22,2025-04-07,2482.85,2031.73,1073.8,In Warranty,2025-04-27,Service Center 2,2025-04-23
2194,3660,27,2025-04-07,9063.91,2559.73,2163.07,In Warranty,2025-04-22,Service Center 2,2025-04-20
2195,3659,15,2025-04-07,15455.07,1528.25,290.31,In Warranty,2025-04-10,Service Center 7,2025-04-08
2196,3658,6,2025-04-07,2359.89,1556.23,1611.96,Out of Warranty,2025-04-12,Service Center 2,2025-04-10
2197,3631,20,2025-04-08,5055.38,1536.66,1117.44,In Warranty,2025-04-19,Service Center 2,2025-04-18
2198,3647,27,2025-04-08,9284.03,2705.87,728.93,Out of Warranty,2025-04-11,Service Center 2,2025-04-08
2199,3651,13,2025-04-08,443.93,1934.36,1585.4,In Warranty,2025-04-22,Service Center 3,2025-04-19
2200,3656,7,2025-04-08,933.74,1185.86,44.67,In Warranty,2025-04-14,Service Center 2,2025-04-08
2201,3589,13,2025-04-09,474.15,1748.23,406.4,In Warranty,2025-04-14,Service Center 5,2025-04-09
2202,3669,3,2025-04-09,18509.83,5629.46,2462.37,In Warranty,2025-04-21,Service Center 4,2025-04-14
2203,3670,8,2025-04-10,1838.82,1036.07,398.24,In Warranty,2025-04-11,Service Center 6,2025-04-10
2204,3668,21,2025-04-10,4174.33,1566.45,1518.38,Out of Warranty,2025-04-28,Service Center 7,2025-04-27
2205,3653,26,2025-04-10,1784.75,4997.15,1998.86,In Warranty,2025-04-30,Service Center 1,2025-04-26
2206,3673,20,2025-04-11,5012.45,2003.65,406.04,In Warranty,2025-04-16,Service Center 8,2025-04-11
2207,3615,4,2025-04-11,3047.62,4601.7,203.12,In Warranty,2025-04-20,Service Center 4,2025-04-15
2208,3683,11,2025-04-11,2351.7,1515.61,129.45,Out of Warranty,2025-04-19,Service Center 6,2025-04-12
2209,3678,15,2025-04-11,14833.99,1044.44,241.12,Out of Warranty,2025-04-17,Service Center 1,2025-04-13
2210,3678,16,2025-04-11,1918.0,426.35,311.56,Out of Warranty,2025-04-17,Service Center 1,2025-04-13
2211,3680,22,2025-04-12,2679.62,2186.14,1122.71,Out of Warranty,2025-04-18,Service Center 2,2025-04-16
2212,3676,9,2025-04-12,1525.19,1252.11,1172.21,In Warranty,2025-04-17,Service Center 2,2025-04-16
2213,3674,22,2025-04-12,2642.11,1437.76,1447.85,In Warranty,2025-05-13,Service Center 8,2025-05-11
2214,3671,23,2025-04-13,2168.65,2166.7,1248.36,Out of Warranty,2025-04-26,Service Center 6,2025-04-24
2215,3695,30,2025-04-13,883.76,755.24,490.15,In Warranty,2025-04-19,Service Center 2,2025-04-18
2216,3662,11,2025-04-13,2406.74,2244.21,165.08,In Warranty,2025-04-19,Service Center 5,2025-04-14
2217,3690,9,2025-04-13,1617.99,783.94,462.99,In Warranty,2025-04-17,Service Center 1,2025-04-13
2218,3662,14,2025-04-13,726.9,890.47,543.78,In Warranty,2025-04-19,Service Center 5,2025-04-14
2219,3685,4,2025-04-14,3014.85,5393.34,211.49,Out of Warranty,2025-04-19,Service Center 3,2025-04-17
2220,3682,15,2025-04-14,14731.59,1335.21,281.43,In Warranty,2025-04-22,Service Center 5,2025-04-18
2221,3693,7,2025-04-14,923.28,904.96,148.28,In Warranty,2025-04-22,Service Center 3,2025-04-15
2222,3692,27,2025-04-15,8826.17,3206.72,751.0,Out of Warranty,2025-04-18,Service Center 5,2025-04-15
2223,3627,27,2025-04-15,8840.92,1829.31,2474.39,In Warranty,2025-04-28,Service Center 5,2025-04-25
2224,3677,21,2025-04-15,3981.44,1915.99,404.61,Out of Warranty,2025-04-16,Service Center 5,2025-04-15
2225,3691,22,2025-04-15,2673.53,1750.43,1062.58,Out of Warranty,2025-04-24,Service Center 3,2025-04-22
2226,3701,27,2025-04-15,8796.36,3202.68,1795.24,Out of Warranty,2025-05-03,Service Center 3,2025-04-28
2227,3691,23,2025-04-15,1999.06,801.12,1021.37,Out of Warranty,2025-04-24,Service Center 3,2025-04-22
2228,3707,24,2025-04-16,1085.65,2261.91,40.93,In Warranty,2025-04-20,Service Center 3,2025-04-16
2229,3687,3,2025-04-16,19661.89,3131.85,1901.56,Out of Warranty,2025-05-18,Service Center 6,2025-05-14
2230,3703,11,2025-04-16,2377.36,2338.27,141.51,In Warranty,2025-04-24,Service Center 3,2025-04-18
2231,3715,8,2025-04-17,1875.47,811.8,931.32,In Warranty,,Service Center 2,2025-04-22
2232,3708,10,2025-04-17,3684.71,857.96,693.0,In Warranty,2025-05-03,Service Center 7,2025-04-29
2233,3679,22,2025-04-17,2516.35,1788.78,392.35,Out of Warranty,2025-04-24,Service Center 2,2025-04-17
2234,3714,24,2025-04-17,1120.6,1893.51,150.12,In Warranty,2025-04-29,Service Center 1,2025-04-18
2235,3679,24,2025-04-17,1144.88,867.66,37.51,Out of Warranty,2025-04-24,Service Center 2,2025-04-17
2236,3708,7,2025-04-17,897.46,461.19,169.46,In Warranty,2025-05-03,Service Center 7,2025-04-29
2237,3710,13,2025-04-18,451.12,2128.99,1658.59,In Warranty,2025-04-29,Service Center 4,2025-04-26
2238,3700,7,2025-04-18,876.45,913.38,40.52,In Warranty,2025-04-19,Service Center 1,2025-04-18
2239,3717,21,2025-04-18,4249.14,2135.65,1766.21,In Warranty,2025-04-28,Service Center 2,2025-04-26
2240,3704,19,2025-04-18,22695.59,2300.49,346.66,In Warranty,2025-04-22,Service Center 4,2025-04-18
2241,3702,22,2025-04-18,2830.73,2188.66,1353.87,In Warranty,2025-04-30,Service Center 2,2025-04-27
2242,3712,14,2025-04-19,666.79,1491.96,177.6,In Warranty,2025-04-22,Service Center 2,2025-04-19
2243,3724,14,2025-04-19,710.76,2765.04,541.2,In Warranty,2025-04-26,Service Center 4,2025-04-24
2244,3712,11,2025-04-19,2405.78,962.5,40.66,In Warranty,2025-04-22,Service Center 2,2025-04-19
2245,3721,13,2025-04-20,458.54,2462.07,1937.4,In Warranty,2025-04-30,Service Center 6,2025-04-25
2246,3728,2,2025-04-20,676.13,5196.82,1861.08,In Warranty,2025-05-03,Service Center 4,2025-04-26
2247,3725,13,2025-04-20,457.98,2275.19,438.86,Out of Warranty,2025-04-23,Service Center 4,2025-04-20
2248,3727,7,2025-04-21,871.58,893.31,52.98,Out of Warranty,2025-04-22,Service Center 8,2025-04-21
2249,3720,17,2025-04-21,7295.83,1254.05,275.35,In Warranty,2025-04-27,Service Center 7,2025-04-23
2250,3740,12,2025-04-22,4506.83,2420.29,422.58,In Warranty,2025-04-27,Service Center 3,2025-04-22
2251,3736,22,2025-04-22,2494.06,1884.96,1232.99,In Warranty,2025-05-03,Service Center 2,2025-04-30
2252,3738,7,2025-04-22,952.97,1139.96,156.15,In Warranty,2025-04-26,Service Center 1,2025-04-23
2253,3719,18,2025-04-23,9647.51,1779.88,722.95,In Warranty,2025-05-12,Service Center 5,2025-05-04
2254,3748,13,2025-04-23,459.73,1726.57,538.38,In Warranty,2025-05-02,Service Center 4,2025-04-23
2255,3748,11,2025-04-23,2320.83,968.97,38.72,In Warranty,2025-05-02,Service Center 4,2025-04-23
2256,3688,24,2025-04-24,1182.63,2136.31,184.5,Out of Warranty,2025-04-29,Service Center 5,2025-04-25
2257,3737,11,2025-04-24,2323.83,2407.08,145.18,In Warranty,2025-04-26,Service Center 3,2025-04-24
2258,3733,14,2025-04-24,699.53,2457.26,489.47,Out of Warranty,2025-05-02,Service Center 6,2025-04-30
2259,3752,13,2025-04-25,447.27,2185.16,1849.38,In Warranty,2025-05-17,Service Center 2,2025-05-15
2260,3745,23,2025-04-25,2065.02,2142.97,1331.48,In Warranty,2025-05-01,Service Center 2,2025-04-29
2261,3745,22,2025-04-25,2680.23,585.98,1689.82,In Warranty,2025-05-01,Service Center 2,2025-04-29
2262,3730,7,2025-04-26,857.57,1143.0,148.31,Out of Warranty,2025-04-30,Service Center 4,2025-04-28
2263,3755,24,2025-04-27,1050.7,1530.48,131.93,In Warranty,2025-05-01,Service Center 2,2025-04-28
2264,3753,4,2025-04-27,2789.54,3601.6,245.03,In Warranty,2025-05-04,Service Center 1,2025-05-01
2265,3756,1,2025-04-28,1220.19,4405.08,2207.87,In Warranty,2025-05-14,Service Center 6,2025-05-10
2266,3762,12,2025-04-28,4572.69,2476.64,284.34,In Warranty,2025-04-30,Service Center 1,2025-04-28
2267,3761,9,2025-04-29,1524.7,861.3,1696.92,In Warranty,2025-05-11,Service Center 1,2025-05-10
2268,3757,4,2025-04-29,2712.15,4380.63,255.51,Out of Warranty,2025-05-03,Service Center 3,2025-04-30
2269,3735,8,2025-04-29,1916.65,1330.42,1364.28,Out of Warranty,2025-05-07,Service Center 6,2025-05-05
2270,3735,9,2025-04-29,1569.6,327.47,1383.79,Out of Warranty,2025-05-07,Service Center 6,2025-05-05
2271,3754,16,2025-04-30,1919.38,1014.88,307.59,Out of Warranty,2025-05-13,Service Center 1,2025-05-08
2272,3771,24,2025-04-30,1065.4,2116.79,173.11,In Warranty,2025-05-05,Service Center 4,2025-05-02
2273,3773,7,2025-04-30,983.0,1021.1,165.96,Out of Warranty,2025-05-07,Service Center 1,2025-05-03
2274,3767,16,2025-04-30,1942.39,1723.55,296.69,Out of Warranty,2025-05-16,Service Center 5,2025-05-05
2275,3759,24,2025-04-30,1066.76,1864.51,192.59,Out of Warranty,2025-05-05,Service Center 5,2025-05-02
2276,3713,5,2025-04-30,3368.34,1788.92,612.4,In Warranty,2025-05-06,Service Center 5,2025-05-03
2277,3770,5,2025-04-30,3408.21,2349.55,670.33,In Warranty,2025-05-11,Service Center 2,2025-05-05
2278,3750,28,2025-04-30,376.68,1759.94,277.72,In Warranty,,Service Center 5,2025-05-01
2279,3759,22,2025-04-30,2679.79,496.33,1652.93,Out of Warranty,2025-05-05,Service Center 5,2025-05-02
2280,3764,11,2025-05-01,2262.42,1615.19,161.17,In Warranty,2025-05-07,Service Center 2,2025-05-04
2281,3776,15,2025-05-01,14727.52,1016.37,85.55,In Warranty,2025-05-04,Service Center 1,2025-05-01
2282,3751,8,2025-05-02,1844.93,1091.0,1179.17,Out of Warranty,2025-05-11,Service Center 2,2025-05-08
2283,3782,7,2025-05-02,871.27,1428.12,177.6,Out of Warranty,2025-05-10,Service Center 1,2025-05-04
2284,3765,21,2025-05-02,3843.85,1839.75,1282.15,In Warranty,2025-05-20,Service Center 4,2025-05-19
2285,3791,14,2025-05-03,721.66,1692.46,724.03,In Warranty,2025-05-11,Service Center 1,2025-05-10
2286,3799,10,2025-05-03,3619.82,996.94,685.52,Out of Warranty,2025-05-13,Service Center 3,2025-05-10
2287,3799,8,2025-05-03,1961.49,391.6,1135.88,Out of Warranty,2025-05-13,Service Center 3,2025-05-10
2288,3805,28,2025-05-04,361.31,2356.45,233.01,Out of Warranty,2025-05-12,Service Center 2,2025-05-04
2289,3779,1,2025-05-04,1291.28,5766.49,2070.02,Out of Warranty,2025-05-25,Service Center 8,2025-05-21
2290,3795,8,2025-05-04,1790.71,1391.12,355.97,In Warranty,2025-05-06,Service Center 2,2025-05-04
2291,3803,16,2025-05-04,2055.18,1674.84,251.63,Out of Warranty,2025-05-14,Service Center 2,2025-05-09
2292,3802,13,2025-05-04,478.74,2929.39,418.21,Out of Warranty,2025-05-08,Service Center 3,2025-05-04
2293,3760,25,2025-05-05,5323.2,5514.06,951.93,In Warranty,2025-05-22,Service Center 2,2025-05-15
2294,3808,9,2025-05-05,1581.94,1320.73,1550.71,Out of Warranty,2025-05-19,Service Center 3,2025-05-18
2295,3792,11,2025-05-05,2251.66,1533.21,166.22,Out of Warranty,2025-05-12,Service Center 1,2025-05-07
2296,3785,21,2025-05-05,3754.4,1805.18,1785.91,In Warranty,2025-05-17,Service Center 3,2025-05-15
2297,3774,11,2025-05-05,2226.92,2518.96,57.26,In Warranty,2025-05-09,Service Center 6,2025-05-05
2298,3787,15,2025-05-06,14341.75,1090.39,292.41,In Warranty,2025-05-12,Service Center 1,2025-05-11
2299,3810,9,2025-05-06,1537.86,989.95,1620.42,In Warranty,2025-05-20,Service Center 1,2025-05-19
2300,3790,29,2025-05-06,4702.79,1714.06,305.58,In Warranty,2025-05-08,Service Center 4,2025-05-06
2301,3811,6,2025-05-06,2616.38,2302.22,1400.26,In Warranty,2025-06-04,Service Center 3,2025-06-01
2302,3807,29,2025-05-06,4731.38,2214.31,929.81,In Warranty,2025-05-18,Service Center 4,2025-05-15
2303,3820,2,2025-05-07,666.96,4420.54,1995.89,In Warranty,2025-05-21,Service Center 4,2025-05-16
2304,3821,6,2025-05-07,2512.04,1632.37,1611.91,In Warranty,2025-05-17,Service Center 4,2025-05-12
2305,3781,14,2025-05-07,688.7,2633.89,629.54,In Warranty,2025-05-13,Service Center 2,2025-05-08
2306,3786,23,2025-05-07,2250.47,2300.08,1086.85,In Warranty,2025-05-28,Service Center 2,2025-05-24
2307,3821,5,2025-05-07,3518.06,594.78,670.35,In Warranty,2025-05-17,Service Center 4,2025-05-12
2308,3801,21,2025-05-08,4113.48,1248.8,1144.4,In Warranty,2025-06-10,Service Center 7,2025-06-07
2309,3822,11,2025-05-08,2359.36,1552.2,159.22,Out of Warranty,2025-05-11,Service Center 6,2025-05-10
2310,3817,16,2025-05-08,1884.58,1603.02,333.32,In Warranty,2025-05-17,Service Center 3,2025-05-16
2311,3817,17,2025-05-08,6866.03,777.51,286.94,In Warranty,2025-05-17,Service Center 3,2025-05-16
2312,3804,8,2025-05-09,1954.63,1028.64,1316.74,In Warranty,2025-05-23,Service Center 8,2025-05-21
2313,3814,3,2025-05-11,20115.24,5056.02,1621.9,In Warranty,2025-05-22,Service Center 4,2025-05-21
2314,3835,5,2025-05-11,3504.61,1517.17,645.28,Out of Warranty,2025-05-20,Service Center 2,2025-05-18
2315,3832,6,2025-05-12,2400.07,2000.17,394.46,Out of Warranty,2025-05-16,Service Center 4,2025-05-12
2316,3842,25,2025-05-13,5633.45,4250.42,219.43,Out of Warranty,2025-05-16,Service Center 3,2025-05-13
2317,3823,17,2025-05-13,6807.42,1452.76,221.82,In Warranty,2025-05-21,Service Center 7,2025-05-15
2318,3836,6,2025-05-13,2300.97,2214.13,1219.25,In Warranty,2025-05-24,Service Center 2,2025-05-20
2319,3833,18,2025-05-13,10352.25,1675.15,462.13,Out of Warranty,2025-05-25,Service Center 2,2025-05-21
2320,3833,17,2025-05-13,7073.69,432.5,289.02,Out of Warranty,2025-05-25,Service Center 2,2025-05-21
2321,3823,15,2025-05-13,15576.54,608.6,254.79,In Warranty,2025-05-21,Service Center 7,2025-05-15
2322,3839,24,2025-05-14,1176.94,1309.95,170.39,Out of Warranty,2025-05-18,Service Center 2,2025-05-15
2323,3830,13,2025-05-14,452.04,2483.12,1462.64,In Warranty,2025-06-15,Service Center 5,2025-06-14
2324,3834,22,2025-05-16,2642.09,1613.63,1334.57,Out of Warranty,2025-06-10,Service Center 3,2025-06-06
2325,3840,14,2025-05-16,691.69,2262.14,593.59,Out of Warranty,2025-05-24,Service Center 6,2025-05-21
2326,3865,30,2025-05-18,885.12,1425.33,573.66,Out of Warranty,2025-05-25,Service Center 6,2025-05-21
2327,3854,7,2025-05-18,936.8,831.98,146.06,In Warranty,2025-05-21,Service Center 1,2025-05-20
2328,3863,16,2025-05-19,1879.24,1210.21,299.83,In Warranty,2025-05-26,Service Center 4,2025-05-23
2329,3860,17,2025-05-19,6995.36,1578.57,224.45,In Warranty,2025-06-05,Service Center 6,2025-05-31
2330,3848,12,2025-05-19,4385.18,1655.27,1137.89,In Warranty,2025-05-23,Service Center 4,2025-05-21
2331,3846,9,2025-05-20,1539.32,773.2,1616.3,In Warranty,2025-06-10,Service Center 2,2025-06-09
2332,3858,2,2025-05-20,709.75,3218.9,571.07,In Warranty,2025-05-26,Service Center 4,2025-05-20
2333,3855,9,2025-05-21,1611.42,1246.1,1606.43,In Warranty,2025-06-02,Service Center 2,2025-05-30
2334,3857,23,2025-05-22,2255.5,1866.69,1115.64,In Warranty,2025-05-27,Service Center 1,2025-05-26
2335,3867,21,2025-05-22,3726.37,2037.2,509.61,In Warranty,2025-05-24,Service Center 4,2025-05-22
2336,3851,3,2025-05-22,18485.56,5343.9,495.88,In Warranty,2025-05-25,Service Center 1,2025-05-22
2337,3866,13,2025-05-23,443.0,2356.81,1745.25,In Warranty,2025-06-11,Service Center 1,2025-06-05
2338,3847,29,2025-05-23,4961.81,1787.43,1359.21,In Warranty,2025-06-10,Service Center 5,2025-06-01
2339,3859,26,2025-05-23,1735.09,6587.09,2386.07,Out of Warranty,2025-06-05,Service Center 5,2025-05-31
2340,3884,27,2025-05-24,8208.16,2421.62,2128.67,In Warranty,2025-06-14,Service Center 1,2025-06-09
2341,3873,29,2025-05-24,4915.64,1822.96,1363.09,In Warranty,2025-06-01,Service Center 1,2025-05-30
2342,3882,14,2025-05-24,697.41,2649.28,483.67,In Warranty,2025-05-31,Service Center 3,2025-05-28
2343,3878,17,2025-05-25,7111.25,1741.07,76.92,In Warranty,2025-05-28,Service Center 2,2025-05-25
2344,3888,4,2025-05-26,2944.15,5478.8,288.22,In Warranty,2025-06-02,Service Center 1,2025-05-27
2345,3893,4,2025-05-26,2940.76,3439.73,212.26,In Warranty,2025-05-29,Service Center 6,2025-05-27
2346,3888,3,2025-05-26,18179.61,2033.76,1918.06,In Warranty,2025-06-02,Service Center 1,2025-05-27
2347,3845,13,2025-05-27,483.94,2373.74,1872.98,Out of Warranty,2025-06-14,Service Center 5,2025-06-08
2348,3898,22,2025-05-27,2766.65,2207.5,426.58,In Warranty,2025-05-30,Service Center 8,2025-05-27
2349,3850,22,2025-05-27,2627.91,2377.08,1113.59,In Warranty,2025-06-07,Service Center 3,2025-06-05
2350,3898,23,2025-05-27,2018.57,794.72,418.7,In Warranty,2025-05-30,Service Center 8,2025-05-27
2351,3889,20,2025-05-28,5243.88,1329.27,1162.86,Out of Warranty,2025-06-10,Service Center 3,2025-06-06
2352,3876,11,2025-05-28,2351.87,2349.38,155.92,In Warranty,2025-05-31,Service Center 5,2025-05-29
2353,3907,23,2025-05-29,2115.1,2313.69,314.3,In Warranty,2025-05-31,Service Center 2,2025-05-29
2354,3871,8,2025-05-30,1847.26,1024.89,306.8,Out of Warranty,2025-06-06,Service Center 5,2025-05-30
2355,3908,27,2025-05-31,8105.14,3214.55,2105.07,In Warranty,2025-06-16,Service Center 2,2025-06-13
2356,3915,7,2025-05-31,974.97,1202.41,190.53,In Warranty,2025-06-06,Service Center 8,2025-06-02
2357,3916,24,2025-05-31,1195.5,2207.39,49.11,In Warranty,2025-06-02,Service Center 2,2025-05-31
2358,3915,9,2025-05-31,1615.81,376.52,1507.59,In Warranty,2025-06-06,Service Center 8,2025-06-02
2359,3912,8,2025-06-01,1807.29,874.52,917.49,In Warranty,2025-06-08,Service Center 3,2025-06-04
2360,3883,7,2025-06-01,929.21,939.18,173.6,Out of Warranty,2025-06-14,Service Center 5,2025-06-03
2361,3924,1,2025-06-02,1168.24,4541.8,2503.94,In Warranty,2025-06-14,Service Center 8,2025-06-12
2362,3911,25,2025-06-02,5705.35,7505.68,1093.95,Out of Warranty,2025-06-10,Service Center 5,2025-06-06
2363,3927,15,2025-06-02,14672.56,1536.24,95.39,Out of Warranty,2025-06-05,Service Center 6,2025-06-02
2364,3922,22,2025-06-02,2533.88,2108.33,458.73,Out of Warranty,2025-06-07,Service Center 4,2025-06-02
2365,3911,26,2025-06-02,1859.53,2277.29,2004.97,Out of Warranty,2025-06-10,Service Center 5,2025-06-06
2366,3923,27,2025-06-03,9062.27,2693.66,593.01,Out of Warranty,2025-06-04,Service Center 1,2025-06-03
2367,3919,22,2025-06-03,2522.5,2341.39,1271.24,In Warranty,2025-06-11,Service Center 1,2025-06-09
2368,3935,22,2025-06-03,2507.86,1596.21,468.68,Out of Warranty,2025-06-05,Service Center 3,2025-06-03
2369,3910,25,2025-06-04,5669.39,3991.81,1042.11,In Warranty,2025-06-12,Service Center 2,2025-06-08
2370,3881,16,2025-06-04,1891.27,1111.4,213.23,Out of Warranty,2025-06-11,Service Center 6,2025-06-07
2371,3932,21,2025-06-04,4095.42,1550.78,1422.03,In Warranty,2025-06-28,Service Center 1,2025-06-23
2372,3929,12,2025-06-05,4107.71,1689.09,376.1,Out of Warranty,2025-06-07,Service Center 8,2025-06-05
2373,3926,14,2025-06-05,729.48,1858.22,567.38,Out of Warranty,2025-06-17,Service Center 2,2025-06-12
2374,3928,11,2025-06-05,2131.16,2846.58,168.42,In Warranty,2025-06-11,Service Center 4,2025-06-07
2375,3952,11,2025-06-06,2161.13,1777.38,171.7,Out of Warranty,2025-06-09,Service Center 2,2025-06-07
2376,3944,7,2025-06-06,953.91,763.46,177.63,Out of Warranty,2025-06-14,Service Center 2,2025-06-11
2377,3940,13,2025-06-06,458.29,1558.37,1795.02,In Warranty,2025-06-21,Service Center 3,2025-06-11
2378,3930,1,2025-06-06,1155.92,5520.73,1998.64,In Warranty,2025-06-23,Service Center 3,2025-06-21
2379,3940,11,2025-06-06,2312.08,633.05,174.88,In Warranty,2025-06-21,Service Center 3,2025-06-11
2380,3930,4,2025-06-06,2680.21,1864.11,271.3,In Warranty,2025-06-23,Service Center 3,2025-06-21
2381,3947,15,2025-06-07,15736.71,1066.16,302.5,In Warranty,2025-06-28,Service Center 1,2025-06-26
2382,3961,21,2025-06-07,4240.83,1733.7,1358.54,In Warranty,2025-06-27,Service Center 4,2025-06-24
2383,3901,13,2025-06-07,474.46,2911.99,1288.82,Out of Warranty,2025-06-21,Service Center 5,2025-06-16
2384,3953,9,2025-06-07,1621.52,1170.22,1217.38,In Warranty,2025-06-29,Service Center 3,2025-06-24
2385,3957,30,2025-06-07,892.72,1430.96,577.42,In Warranty,2025-06-12,Service Center 3,2025-06-11
2386,3946,24,2025-06-07,1083.38,1332.04,148.36,In Warranty,2025-06-10,Service Center 2,2025-06-09
2387,3943,27,2025-06-08,8119.1,2045.27,1602.12,Out of Warranty,2025-06-14,Service Center 6,2025-06-12
2388,3956,30,2025-06-08,876.63,1017.24,177.69,In Warranty,2025-06-10,Service Center 3,2025-06-08
2389,3945,11,2025-06-08,2182.94,2282.98,185.9,In Warranty,2025-06-15,Service Center 7,2025-06-09
2390,3949,15,2025-06-09,13940.81,1499.23,266.93,Out of Warranty,2025-06-15,Service Center 5,2025-06-12
2391,3962,14,2025-06-09,673.94,1845.82,151.94,In Warranty,2025-06-12,Service Center 6,2025-06-09
2392,3969,13,2025-06-10,453.91,1855.75,1643.12,In Warranty,2025-06-21,Service Center 2,2025-06-16
2393,3948,18,2025-06-10,9380.57,1405.34,596.02,Out of Warranty,2025-07-23,Service Center 2,2025-07-16
2394,3941,12,2025-06-10,4202.64,1787.24,1196.56,In Warranty,2025-06-27,Service Center 4,2025-06-16
2395,3967,9,2025-06-10,1444.42,790.1,1543.91,Out of Warranty,2025-07-09,Service Center 1,2025-07-06
2396,3948,16,2025-06-10,2022.34,660.36,256.77,Out of Warranty,2025-07-23,Service Center 2,2025-07-16
2397,3941,11,2025-06-10,2119.44,772.28,123.63,In Warranty,2025-06-27,Service Center 4,2025-06-16
2398,3976,11,2025-06-11,2168.61,2027.67,56.78,In Warranty,2025-06-14,Service Center 3,2025-06-11
2399,3950,1,2025-06-11,1193.6,5615.06,2393.86,In Warranty,2025-07-01,Service Center 2,2025-06-26
2400,3980,2,2025-06-11,694.41,2941.14,1835.06,In Warranty,2025-06-27,Service Center 2,2025-06-23
2401,3954,15,2025-06-11,14946.29,1869.92,336.11,Out of Warranty,2025-06-28,Service Center 2,2025-06-21
2402,3950,4,2025-06-11,2683.87,1641.38,251.17,In Warranty,2025-07-01,Service Center 2,2025-06-26
2403,3978,15,2025-06-12,14687.32,1653.88,93.1,In Warranty,2025-06-13,Service Center 2,2025-06-12
2404,3970,3,2025-06-12,18449.99,3349.86,488.0,In Warranty,2025-06-18,Service Center 7,2025-06-12
2405,3966,7,2025-06-12,902.6,1420.2,58.47,In Warranty,2025-06-19,Service Center 1,2025-06-12
2406,3973,13,2025-06-13,467.12,1591.57,1623.3,In Warranty,2025-06-25,Service Center 6,2025-06-22
2407,3958,23,2025-06-13,2161.04,2235.0,1172.11,Out of Warranty,2025-06-19,Service Center 1,2025-06-16
2408,3981,5,2025-06-13,3221.05,1416.87,666.89,In Warranty,2025-06-17,Service Center 2,2025-06-16
2409,3968,9,2025-06-13,1428.6,963.71,1286.67,Out of Warranty,2025-07-05,Service Center 8,2025-07-02
2410,3963,11,2025-06-14,2100.97,2507.16,133.29,Out of Warranty,2025-06-22,Service Center 5,2025-06-17
2411,3989,12,2025-06-14,4284.04,1709.36,335.58,In Warranty,2025-06-20,Service Center 5,2025-06-14
2412,3994,24,2025-06-14,1184.69,1308.36,143.98,In Warranty,2025-06-17,Service Center 6,2025-06-16
2413,3989,11,2025-06-14,2382.56,1016.27,40.16,In Warranty,2025-06-20,Service Center 5,2025-06-14
2414,3963,14,2025-06-14,701.61,873.4,582.24,Out of Warranty,2025-06-22,Service Center 5,2025-06-17
2415,3999,9,2025-06-15,1600.57,845.54,432.31,Out of Warranty,2025-06-17,Service Center 3,2025-06-15
2416,4001,27,2025-06-15,8699.03,3117.41,1722.4,Out of Warranty,2025-06-18,Service Center 6,2025-06-17
2417,4005,20,2025-06-16,4941.9,1232.56,1289.37,In Warranty,2025-07-23,Service Center 3,2025-07-19
2418,3983,13,2025-06-16,464.29,1709.06,1616.72,Out of Warranty,2025-06-27,Service Center 5,2025-06-18
2419,4000,27,2025-06-16,8274.62,2219.57,728.56,In Warranty,2025-06-19,Service Center 5,2025-06-16
2420,3977,24,2025-06-17,1099.73,2016.22,121.22,In Warranty,2025-06-22,Service Center 6,2025-06-18
2421,4012,10,2025-06-18,3690.1,1072.67,540.36,Out of Warranty,2025-06-24,Service Center 1,2025-06-22
2422,4002,13,2025-06-18,478.17,2604.65,1204.15,Out of Warranty,2025-07-16,Service Center 5,2025-07-10
2423,4015,29,2025-06-18,4663.59,1979.94,336.64,In Warranty,2025-06-22,Service Center 5,2025-06-18
2424,3995,11,2025-06-18,2282.34,1563.58,133.75,In Warranty,2025-06-29,Service Center 5,2025-06-19
2425,4010,1,2025-06-18,1177.63,5792.02,2499.08,Out of Warranty,2025-06-23,Service Center 8,2025-06-21
2426,3982,27,2025-06-18,8345.51,2391.82,526.23,In Warranty,2025-06-19,Service Center 7,2025-06-18
2427,4007,1,2025-06-19,1294.82,5146.88,2204.74,In Warranty,2025-07-01,Service Center 1,2025-06-29
2428,4006,15,2025-06-19,14650.8,1583.69,92.82,In Warranty,,Service Center 6,2025-06-19
2429,4017,3,2025-06-19,19279.68,4293.09,2043.56,In Warranty,2025-07-01,Service Center 5,2025-06-29
